Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role
556,2011/03/22 02:29:00.000,2011/03/22 02:32:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
556,2011/03/30 10:06:00.000,2011/03/30 10:40:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
556,2011/03/31 11:02:00.000,2011/03/31 11:24:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
556,2011/03/31 14:48:00.000,2011/03/31 15:39:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
556,2011/03/31 22:13:00.000,2011/03/31 22:35:00.000,Analyze Quotation comparison Map,R-297,Requester
556,2011/03/31 22:35:00.000,2011/03/31 22:35:00.000,Choose best option,R-846,Requester
556,2011/04/01 01:40:00.000,2011/04/01 15:28:00.000,Settle conditions with supplier,R-594,Purchasing Agent
556,2011/04/01 19:11:00.000,2011/04/01 19:23:00.000,Create Purchase Order,R-312,Purchasing Agent
556,2011/04/02 12:44:00.000,2011/04/02 13:07:00.000,Confirm Purchase Order,R-392,Supplier
556,2011/04/03 01:58:00.000,2011/04/03 11:50:00.000,Deliver Goods Services,R-274,Supplier
556,2011/04/03 19:26:00.000,2011/04/03 19:27:00.000,Release Purchase Order,R-297,Requester
556,2011/04/04 10:11:00.000,2011/04/04 10:12:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
556,2011/04/04 21:45:00.000,2011/04/04 21:45:00.000,Send invoice,R-368,Supplier
556,2011/04/05 12:13:00.000,2011/04/05 12:17:00.000,Release Supplier's Invoice,R-752,Financial Manager
556,2011/04/05 12:17:00.000,2011/04/05 12:17:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
556,2011/04/05 13:03:00.000,2011/04/05 13:07:00.000,Pay invoice,R-752,Financial Manager
459,2011/03/07 22:12:00.000,2011/03/07 22:28:00.000,Create Purchase Requisition,R-371,Requester
459,2011/03/07 23:12:00.000,2011/03/07 23:18:00.000,Create Request for Quotation Requester,R-591,Requester
459,2011/03/11 15:10:00.000,2011/03/11 15:43:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
459,2011/03/11 16:42:00.000,2011/03/11 16:56:00.000,Amend Request for Quotation Requester,R-874,Requester Manager
459,2011/03/17 11:50:00.000,2011/03/17 12:09:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
459,2011/03/17 12:53:00.000,2011/03/17 13:03:00.000,Amend Request for Quotation Requester,R-170,Requester Manager
459,2011/03/18 13:38:00.000,2011/03/18 14:26:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
459,2011/03/18 15:22:00.000,2011/03/18 15:37:00.000,Amend Request for Quotation Requester,R-563,Requester Manager
459,2011/03/29 15:46:00.000,2011/03/29 15:58:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
459,2011/03/29 17:01:00.000,2011/03/29 17:06:00.000,Amend Request for Quotation Requester,R-846,Requester Manager
459,2011/03/29 20:22:00.000,2011/03/29 20:30:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
459,2011/03/30 12:45:00.000,2011/03/30 13:05:00.000,Amend Request for Quotation Requester Manager,R-729,Requester Manager
459,2011/04/28 19:44:00.000,2011/04/28 20:12:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
459,2011/04/28 20:59:00.000,2011/04/28 21:08:00.000,Amend Request for Quotation Requester,R-591,Requester Manager
459,2011/05/15 10:37:00.000,2011/05/15 11:05:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
459,2011/05/16 02:58:00.000,2011/05/16 03:29:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
459,2011/05/16 04:06:00.000,2011/05/16 05:13:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
459,2011/05/16 11:47:00.000,2011/05/16 12:19:00.000,Analyze Quotation comparison Map,R-768,Requester
459,2011/05/16 12:19:00.000,2011/05/16 12:19:00.000,Choose best option,R-439,Requester
459,2011/05/16 15:37:00.000,2011/05/17 00:41:00.000,Settle conditions with supplier,R-594,Purchasing Agent
459,2011/05/17 07:27:00.000,2011/05/17 07:33:00.000,Create Purchase Order,R-594,Purchasing Agent
459,2011/05/20 00:33:00.000,2011/05/20 00:59:00.000,Confirm Purchase Order,R-392,Supplier
459,2011/05/25 04:08:00.000,2011/05/25 09:31:00.000,Deliver Goods Services,R-274,Supplier
459,2011/05/25 16:40:00.000,2011/05/25 16:41:00.000,Release Purchase Order,R-330,Requester
459,2011/05/26 14:41:00.000,2011/05/26 14:42:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
459,2011/05/28 01:40:00.000,2011/05/28 01:40:00.000,Send invoice,R-543,Supplier
459,2011/05/28 15:57:00.000,2011/05/28 16:02:00.000,Release Supplier's Invoice,R-752,Financial Manager
459,2011/05/28 16:02:00.000,2011/05/28 16:02:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
459,2011/05/28 16:24:00.000,2011/05/28 16:36:00.000,Pay invoice,R-972,Financial Manager
553,2011/03/20 21:07:00.000,2011/03/20 21:38:00.000,Create Purchase Requisition,R-563,Requester
553,2011/03/21 00:38:00.000,2011/03/21 00:50:00.000,Create Request for Quotation Requester,R-591,Requester
553,2011/03/26 16:12:00.000,2011/03/26 16:41:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
553,2011/03/27 10:24:00.000,2011/03/27 10:48:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
553,2011/03/27 12:25:00.000,2011/03/27 17:51:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
553,2011/03/28 00:33:00.000,2011/03/28 00:44:00.000,Analyze Quotation comparison Map,R-874,Requester
553,2011/03/28 00:44:00.000,2011/03/28 00:44:00.000,Choose best option,R-846,Requester
553,2011/03/28 04:50:00.000,2011/03/28 15:34:00.000,Settle conditions with supplier,R-594,Purchasing Agent
553,2011/03/28 16:28:00.000,2011/03/28 16:35:00.000,Create Purchase Order,R-594,Purchasing Agent
553,2011/03/31 03:30:00.000,2011/03/31 04:00:00.000,Confirm Purchase Order,R-346,Supplier
553,2011/04/02 21:30:00.000,2011/04/03 01:18:00.000,Deliver Goods Services,R-274,Supplier
553,2011/04/03 08:36:00.000,2011/04/03 08:37:00.000,Release Purchase Order,R-439,Requester
553,2011/04/03 23:25:00.000,2011/04/03 23:26:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
553,2011/04/04 22:18:00.000,2011/04/04 22:18:00.000,Send invoice,R-368,Supplier
553,2011/04/05 12:51:00.000,2011/04/05 12:58:00.000,Release Supplier's Invoice,R-752,Financial Manager
553,2011/04/05 12:58:00.000,2011/04/05 12:58:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
553,2011/04/05 13:46:00.000,2011/04/05 13:56:00.000,Pay invoice,R-752,Financial Manager
551,2011/03/20 09:36:00.000,2011/03/20 10:21:00.000,Create Purchase Requisition,R-170,Requester
551,2011/03/21 02:30:00.000,2011/03/21 02:37:00.000,Analyze Purchase Requisition,R-264,Requester Manager
551,2011/03/21 02:41:00.000,2011/03/21 02:44:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
551,2011/03/24 21:01:00.000,2011/03/24 21:32:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
551,2011/03/24 22:18:00.000,2011/03/24 22:30:00.000,Amend Request for Quotation Requester,R-439,Requester Manager
551,2011/03/26 18:12:00.000,2011/03/26 18:39:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
551,2011/03/27 00:48:00.000,2011/03/27 03:16:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
551,2011/03/27 03:42:00.000,2011/03/27 08:27:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
551,2011/03/27 15:41:00.000,2011/03/27 15:51:00.000,Analyze Quotation comparison Map,R-591,Requester
551,2011/03/27 15:51:00.000,2011/03/27 15:51:00.000,Choose best option,R-763,Requester
551,2011/03/27 18:46:00.000,2011/03/27 23:05:00.000,Settle conditions with supplier,R-594,Purchasing Agent
551,2011/03/28 01:44:00.000,2011/03/28 01:52:00.000,Create Purchase Order,R-594,Purchasing Agent
551,2011/03/28 09:49:00.000,2011/03/28 10:01:00.000,Confirm Purchase Order,R-274,Supplier
551,2011/03/28 22:17:00.000,2011/03/29 10:43:00.000,Deliver Goods Services,R-392,Supplier
551,2011/03/29 18:22:00.000,2011/03/29 18:23:00.000,Release Purchase Order,R-563,Requester
551,2011/03/29 22:53:00.000,2011/03/29 22:54:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
551,2011/03/31 10:20:00.000,2011/03/31 10:20:00.000,Send invoice,R-346,Supplier
551,2011/04/01 00:40:00.000,2011/04/01 00:42:00.000,Release Supplier's Invoice,R-752,Financial Manager
551,2011/04/01 00:42:00.000,2011/04/01 00:42:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
551,2011/04/01 01:20:00.000,2011/04/01 01:32:00.000,Pay invoice,R-972,Financial Manager
143,2011/01/18 20:39:00.000,2011/01/18 21:24:00.000,Create Purchase Requisition,R-297,Requester
143,2011/01/19 02:49:00.000,2011/01/19 02:58:00.000,Create Request for Quotation Requester,R-874,Requester
143,2011/01/23 02:20:00.000,2011/01/23 02:48:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
144,2011/01/18 23:09:00.000,2011/01/18 23:35:00.000,Create Purchase Requisition,R-170,Requester
144,2011/01/19 19:34:00.000,2011/01/19 19:41:00.000,Analyze Purchase Requisition,R-729,Requester Manager
144,2011/01/19 19:46:00.000,2011/01/19 19:49:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
144,2011/01/23 05:43:00.000,2011/01/23 05:43:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
144,2011/01/23 06:33:00.000,2011/01/23 06:44:00.000,Amend Request for Quotation Requester,R-297,Requester Manager
144,2011/01/24 04:47:00.000,2011/01/24 05:07:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
144,2011/01/24 06:03:00.000,2011/01/24 06:14:00.000,Amend Request for Quotation Requester,R-846,Requester Manager
144,2011/01/25 12:43:00.000,2011/01/25 13:02:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
144,2011/01/25 13:50:00.000,2011/01/25 14:04:00.000,Amend Request for Quotation Requester,R-768,Requester Manager
144,2011/01/25 22:34:00.000,2011/01/25 23:11:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
144,2011/01/26 15:25:00.000,2011/01/26 15:47:00.000,Amend Request for Quotation Requester Manager,R-729,Requester Manager
144,2011/01/29 01:56:00.000,2011/01/29 02:13:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
144,2011/01/29 18:08:00.000,2011/01/29 18:28:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
144,2011/01/29 19:14:00.000,2011/01/29 22:41:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
144,2011/01/30 04:49:00.000,2011/01/30 05:15:00.000,Analyze Quotation comparison Map,R-371,Requester
144,2011/01/30 05:15:00.000,2011/01/30 05:15:00.000,Choose best option,R-768,Requester
144,2011/01/30 10:28:00.000,2011/01/30 22:01:00.000,Settle conditions with supplier,R-594,Purchasing Agent
144,2011/01/31 03:02:00.000,2011/01/31 03:09:00.000,Create Purchase Order,R-810,Purchasing Agent
144,2011/01/31 19:08:00.000,2011/01/31 19:33:00.000,Confirm Purchase Order,R-543,Supplier
144,2011/02/01 08:56:00.000,2011/02/02 13:00:00.000,Deliver Goods Services,R-346,Supplier
144,2011/02/02 20:13:00.000,2011/02/02 20:14:00.000,Release Purchase Order,R-439,Requester
144,2011/02/03 04:07:00.000,2011/02/03 04:08:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
144,2011/02/03 11:05:00.000,2011/02/03 11:05:00.000,Send invoice,R-368,Supplier
144,2011/02/04 01:32:00.000,2011/02/04 01:37:00.000,Release Supplier's Invoice,R-752,Financial Manager
144,2011/02/04 01:37:00.000,2011/02/04 01:37:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
144,2011/02/04 02:24:00.000,2011/02/04 02:38:00.000,Pay invoice,R-752,Financial Manager
145,2011/01/18 23:20:00.000,2011/01/18 23:58:00.000,Create Purchase Requisition,R-874,Requester
145,2011/01/19 16:35:00.000,2011/01/19 16:41:00.000,Analyze Purchase Requisition,R-264,Requester Manager
145,2011/01/19 16:48:00.000,2011/01/19 16:50:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
145,2011/01/23 07:40:00.000,2011/01/23 07:57:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
145,2011/01/23 08:43:00.000,2011/01/23 08:52:00.000,Amend Request for Quotation Requester,R-439,Requester Manager
145,2011/01/25 15:19:00.000,2011/01/25 15:44:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
145,2011/01/25 22:09:00.000,2011/01/25 22:22:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
145,2011/01/25 22:35:00.000,2011/01/26 03:28:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
145,2011/01/26 10:10:00.000,2011/01/26 10:36:00.000,Analyze Quotation comparison Map,R-439,Requester
145,2011/01/26 10:36:00.000,2011/01/26 10:36:00.000,Choose best option,R-768,Requester
145,2011/01/27 00:46:00.000,2011/01/27 15:22:00.000,Settle conditions with supplier,R-312,Purchasing Agent
145,2011/01/30 07:08:00.000,2011/01/30 07:21:00.000,Create Purchase Order,R-312,Purchasing Agent
145,2011/01/31 20:40:00.000,2011/01/31 20:53:00.000,Confirm Purchase Order,R-274,Supplier
145,2011/02/01 07:07:00.000,2011/02/01 21:48:00.000,Deliver Goods Services,R-368,Supplier
145,2011/02/02 05:39:00.000,2011/02/02 05:40:00.000,Release Purchase Order,R-763,Requester
145,2011/02/02 22:12:00.000,2011/02/02 22:13:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
145,2011/02/03 12:01:00.000,2011/02/03 12:01:00.000,Send invoice,R-543,Supplier
145,2011/02/04 02:18:00.000,2011/02/04 02:22:00.000,Release Supplier's Invoice,R-752,Financial Manager
145,2011/02/04 02:22:00.000,2011/02/04 02:22:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
145,2011/02/04 03:13:00.000,2011/02/04 03:23:00.000,Pay invoice,R-972,Financial Manager
560,2011/03/21 06:35:00.000,2011/03/21 07:12:00.000,Create Purchase Requisition,R-846,Requester
560,2011/03/22 05:41:00.000,2011/03/22 05:49:00.000,Analyze Purchase Requisition,R-729,Requester Manager
560,2011/03/22 05:55:00.000,2011/03/22 05:57:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
560,2011/03/27 09:43:00.000,2011/03/27 09:58:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
560,2011/03/27 21:49:00.000,2011/03/27 22:20:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
560,2011/03/28 01:03:00.000,2011/03/28 03:37:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
560,2011/03/28 10:17:00.000,2011/03/28 10:48:00.000,Analyze Quotation comparison Map,R-371,Requester
560,2011/03/28 10:48:00.000,2011/03/28 10:48:00.000,Choose best option,R-763,Requester
560,2011/03/28 22:22:00.000,2011/03/29 10:14:00.000,Settle conditions with supplier,R-810,Purchasing Agent
560,2011/03/29 15:25:00.000,2011/03/29 15:32:00.000,Create Purchase Order,R-312,Purchasing Agent
560,2011/03/30 20:02:00.000,2011/03/30 20:35:00.000,Confirm Purchase Order,R-543,Supplier
560,2011/03/31 08:57:00.000,2011/03/31 20:19:00.000,Deliver Goods Services,R-274,Supplier
560,2011/04/01 03:52:00.000,2011/04/01 03:53:00.000,Release Purchase Order,R-874,Requester
560,2011/04/01 11:57:00.000,2011/04/01 11:58:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
560,2011/04/05 01:49:00.000,2011/04/05 01:49:00.000,Send invoice,R-274,Supplier
560,2011/04/05 16:14:00.000,2011/04/05 16:18:00.000,Release Supplier's Invoice,R-752,Financial Manager
560,2011/04/05 16:18:00.000,2011/04/05 16:18:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
560,2011/04/05 17:24:00.000,2011/04/05 17:31:00.000,Pay invoice,R-752,Financial Manager
146,2011/01/19 06:25:00.000,2011/01/19 06:50:00.000,Create Purchase Requisition,R-239,Requester
146,2011/01/20 04:11:00.000,2011/01/20 04:18:00.000,Analyze Purchase Requisition,R-729,Requester Manager
146,2011/01/20 04:23:00.000,2011/01/20 04:26:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
146,2011/01/21 19:14:00.000,2011/01/21 19:39:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
146,2011/01/22 16:56:00.000,2011/01/22 17:16:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
146,2011/01/22 17:55:00.000,2011/01/22 22:48:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
146,2011/01/23 05:30:00.000,2011/01/23 05:48:00.000,Analyze Quotation comparison Map,R-768,Requester
146,2011/01/23 05:48:00.000,2011/01/23 05:48:00.000,Choose best option,R-753,Requester
146,2011/01/23 08:37:00.000,2011/01/23 22:40:00.000,Settle conditions with supplier,R-810,Purchasing Agent
146,2011/01/24 04:11:00.000,2011/01/24 04:18:00.000,Create Purchase Order,R-810,Purchasing Agent
146,2011/01/24 20:33:00.000,2011/01/24 21:02:00.000,Confirm Purchase Order,R-274,Supplier
146,2011/01/27 05:02:00.000,2011/01/28 06:01:00.000,Deliver Goods Services,R-346,Supplier
146,2011/01/28 13:31:00.000,2011/01/28 13:32:00.000,Release Purchase Order,R-874,Requester
146,2011/01/28 21:30:00.000,2011/01/29 07:40:00.000,Settle dispute with supplier Purchasing Agent,R-594,Purchasing Agent
146,2011/01/29 15:11:00.000,2011/01/29 15:12:00.000,Release Purchase Order,R-239,Requester
146,2011/01/30 08:45:00.000,2011/01/30 08:46:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
146,2011/01/31 00:41:00.000,2011/01/31 00:41:00.000,Send invoice,R-346,Supplier
146,2011/01/31 14:57:00.000,2011/01/31 15:02:00.000,Release Supplier's Invoice,R-972,Financial Manager
146,2011/01/31 15:02:00.000,2011/01/31 15:02:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
146,2011/01/31 15:16:00.000,2011/01/31 15:29:00.000,Pay invoice,R-972,Financial Manager
147,2011/01/19 06:28:00.000,2011/01/19 07:18:00.000,Create Purchase Requisition,R-371,Requester
147,2011/01/19 13:34:00.000,2011/01/19 13:44:00.000,Create Request for Quotation Requester,R-563,Requester
147,2011/01/23 03:28:00.000,2011/01/23 03:45:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
147,2011/01/23 04:34:00.000,2011/01/23 04:39:00.000,Amend Request for Quotation Requester,R-591,Requester Manager
147,2011/01/23 06:12:00.000,2011/01/23 06:20:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
147,2011/01/24 02:20:00.000,2011/01/24 02:43:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
147,2011/01/24 11:51:00.000,2011/01/24 13:49:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
147,2011/01/24 20:24:00.000,2011/01/24 20:39:00.000,Analyze Quotation comparison Map,R-563,Requester
147,2011/01/24 20:39:00.000,2011/01/24 20:39:00.000,Choose best option,R-563,Requester
147,2011/01/25 06:39:00.000,2011/01/25 14:21:00.000,Settle conditions with supplier,R-594,Purchasing Agent
147,2011/01/25 15:54:00.000,2011/01/25 16:02:00.000,Create Purchase Order,R-594,Purchasing Agent
147,2011/01/26 05:16:00.000,2011/01/26 05:20:00.000,Confirm Purchase Order,R-346,Supplier
147,2011/01/27 08:47:00.000,2011/01/27 21:49:00.000,Deliver Goods Services,R-368,Supplier
147,2011/01/28 05:43:00.000,2011/01/28 05:44:00.000,Release Purchase Order,R-563,Requester
147,2011/01/30 09:41:00.000,2011/01/30 09:42:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
147,2011/01/31 17:42:00.000,2011/01/31 17:42:00.000,Send invoice,R-543,Supplier
147,2011/02/01 07:51:00.000,2011/02/01 07:54:00.000,Release Supplier's Invoice,R-752,Financial Manager
147,2011/02/01 07:54:00.000,2011/02/01 07:54:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
147,2011/02/01 08:07:00.000,2011/02/01 08:21:00.000,Pay invoice,R-972,Financial Manager
851,2011/05/05 18:44:00.000,2011/05/05 19:21:00.000,Create Purchase Requisition,R-330,Requester
851,2011/05/06 00:11:00.000,2011/05/06 00:19:00.000,Create Request for Quotation Requester,R-239,Requester
851,2011/05/11 04:03:00.000,2011/05/11 04:21:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
149,2011/01/19 10:49:00.000,2011/01/19 11:12:00.000,Create Purchase Requisition,R-439,Requester
149,2011/01/20 11:14:00.000,2011/01/20 11:21:00.000,Analyze Purchase Requisition,R-264,Requester Manager
149,2011/01/20 11:28:00.000,2011/01/20 11:30:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
149,2011/01/22 01:58:00.000,2011/01/22 02:16:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
149,2011/01/22 03:06:00.000,2011/01/22 03:15:00.000,Amend Request for Quotation Requester,R-846,Requester Manager
149,2011/01/23 04:31:00.000,2011/01/23 04:53:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
149,2011/01/23 18:58:00.000,2011/01/23 19:25:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
149,2011/01/23 19:38:00.000,2011/01/23 20:26:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
149,2011/01/24 03:14:00.000,2011/01/24 03:22:00.000,Analyze Quotation comparison Map,R-753,Requester
149,2011/01/24 03:22:00.000,2011/01/24 03:22:00.000,Choose best option,R-790,Requester
149,2011/01/24 14:19:00.000,2011/01/24 18:22:00.000,Settle conditions with supplier,R-594,Purchasing Agent
149,2011/01/25 02:02:00.000,2011/01/25 02:13:00.000,Create Purchase Order,R-594,Purchasing Agent
149,2011/01/25 10:33:00.000,2011/01/25 10:53:00.000,Confirm Purchase Order,R-368,Supplier
149,2011/01/26 10:50:00.000,2011/01/28 08:39:00.000,Deliver Goods Services,R-543,Supplier
149,2011/01/28 15:59:00.000,2011/01/28 16:00:00.000,Release Purchase Order,R-763,Requester
149,2011/01/30 03:56:00.000,2011/01/30 03:57:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
149,2011/01/31 17:29:00.000,2011/01/31 17:29:00.000,Send invoice,R-543,Supplier
149,2011/02/01 07:55:00.000,2011/02/01 07:59:00.000,Release Supplier's Invoice,R-972,Financial Manager
149,2011/02/01 08:03:00.000,2011/02/01 08:03:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
149,2011/02/01 08:26:00.000,2011/02/01 08:30:00.000,Pay invoice,R-972,Financial Manager
856,2011/05/06 03:32:00.000,2011/05/06 04:07:00.000,Create Purchase Requisition,R-239,Requester
856,2011/05/06 21:53:00.000,2011/05/06 21:59:00.000,Analyze Purchase Requisition,R-264,Requester Manager
856,2011/05/06 22:04:00.000,2011/05/06 22:06:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
856,2011/05/10 03:35:00.000,2011/05/10 04:09:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
856,2011/05/10 04:55:00.000,2011/05/10 05:01:00.000,Amend Request for Quotation Requester,R-753,Requester Manager
856,2011/06/11 02:24:00.000,2011/06/11 02:53:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
856,2011/06/11 18:57:00.000,2011/06/11 19:09:00.000,Amend Request for Quotation Requester Manager,R-775,Requester Manager
856,2011/07/06 08:49:00.000,2011/07/06 09:07:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
856,2011/07/07 01:10:00.000,2011/07/07 01:36:00.000,Amend Request for Quotation Requester Manager,R-264,Requester Manager
856,2011/07/16 06:17:00.000,2011/07/16 06:38:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
856,2011/07/16 07:29:00.000,2011/07/16 07:43:00.000,Amend Request for Quotation Requester,R-763,Requester Manager
856,2011/07/16 16:36:00.000,2011/07/16 16:51:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
856,2011/07/16 17:35:00.000,2011/07/16 17:41:00.000,Amend Request for Quotation Requester,R-170,Requester Manager
856,2011/07/18 07:32:00.000,2011/07/18 08:04:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
856,2011/07/19 07:46:00.000,2011/07/19 08:32:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
856,2011/07/19 22:22:00.000,2011/07/19 23:23:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
856,2011/07/20 06:02:00.000,2011/07/20 06:26:00.000,Analyze Quotation comparison Map,R-768,Requester
856,2011/07/20 06:26:00.000,2011/07/20 06:26:00.000,Choose best option,R-874,Requester
856,2011/07/20 08:29:00.000,2011/07/20 16:30:00.000,Settle conditions with supplier,R-810,Purchasing Agent
856,2011/07/20 21:54:00.000,2011/07/20 22:02:00.000,Create Purchase Order,R-810,Purchasing Agent
856,2011/07/22 16:43:00.000,2011/07/22 17:05:00.000,Confirm Purchase Order,R-368,Supplier
856,2011/07/24 09:39:00.000,2011/07/24 22:01:00.000,Deliver Goods Services,R-368,Supplier
856,2011/07/25 05:44:00.000,2011/07/25 05:45:00.000,Release Purchase Order,R-239,Requester
856,2011/07/27 07:14:00.000,2011/07/27 07:15:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
856,2011/08/01 19:52:00.000,2011/08/01 19:52:00.000,Send invoice,R-274,Supplier
856,2011/08/02 10:05:00.000,2011/08/02 10:07:00.000,Release Supplier's Invoice,R-972,Financial Manager
856,2011/08/02 10:07:00.000,2011/08/02 10:07:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
856,2011/08/02 10:12:00.000,2011/08/02 10:18:00.000,Pay invoice,R-752,Financial Manager
855,2011/05/06 01:54:00.000,2011/05/06 02:01:00.000,Create Purchase Requisition,R-874,Requester
855,2011/05/06 16:20:00.000,2011/05/06 16:29:00.000,Analyze Purchase Requisition,R-729,Requester Manager
855,2011/05/06 16:36:00.000,2011/05/06 16:38:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
855,2011/05/07 05:16:00.000,2011/05/07 05:58:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
855,2011/05/07 21:58:00.000,2011/05/07 22:20:00.000,Amend Request for Quotation Requester Manager,R-775,Requester Manager
855,2011/05/31 20:41:00.000,2011/05/31 21:25:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
855,2011/05/31 22:16:00.000,2011/05/31 22:31:00.000,Amend Request for Quotation Requester,R-874,Requester Manager
855,2011/06/07 03:26:00.000,2011/06/07 03:36:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
855,2011/06/07 04:34:00.000,2011/06/07 04:47:00.000,Amend Request for Quotation Requester,R-846,Requester Manager
855,2011/07/08 13:11:00.000,2011/07/08 13:37:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
855,2011/07/09 01:57:00.000,2011/07/09 02:17:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
855,2011/07/09 10:04:00.000,2011/07/09 10:52:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
855,2011/07/09 17:28:00.000,2011/07/09 18:01:00.000,Analyze Quotation comparison Map,R-297,Requester
855,2011/07/09 18:01:00.000,2011/07/09 18:01:00.000,Choose best option,R-753,Requester
855,2011/07/11 19:37:00.000,2011/07/12 00:01:00.000,Settle conditions with supplier,R-810,Purchasing Agent
855,2011/07/12 00:38:00.000,2011/07/12 00:48:00.000,Create Purchase Order,R-810,Purchasing Agent
855,2011/07/19 04:27:00.000,2011/07/19 04:59:00.000,Confirm Purchase Order,R-392,Supplier
